id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value
2534108739,1,34,16,0,0,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-15T22:13:59.964Z,2023-04-15T23:33:33Z,4192852679,59,"1, 12, 23, 6, 3, 13, 10, 8, 9, 5, 22, 99, 18, 7, 11, 14, 17, 25, 26, 29",4192852683,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4192852685,194,7fk82cjz0z5vq2ts3vmz8has5,4192852675,30,"3qj9t05behkav9okd8n2wywh5, n70i0c7uk1qxianxoiotqmeh, 9by1d4orgqze7m8nldkrnwwrt, b8xa1whpr8m3e5zbziz9e91bd, 1p3bwk03ay87hp2nwrl3tfxwq, 1x229gvjahkxp7w02bh0v36ga, 7fk82cjz0z5vq2ts3vmz8has5, 54ieoaegysojsey2jmqtr9ucp, 1bw2kkdm9fcqpl2brljc0g8vd, 3qk8owv039ppiiev6skkkb52i, 70h5ahiv905igqhjk86okzwt1, 8j1i9gr0v369rfhhjsycnq5ed, 8rk69xuh6gxq5fjfoh4f5lst0, cqpdeqi0psfadqsgejcvdqqne, 42vdmyzhg3m7or9duzcuwkusp, awme1kk0t2w81hc4xcup7k222, 5vz9nl1i4heh44k09pke748ut, 817x7baq69b1tnrtminbjf3zd, 4k9587c1j13o7loncjlu1uplg, dap46fr0gvf1snvx144wjmqxh",4192852681,130,4,4192852687,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4192852677,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4193037603,197,4357,,,,,,,,,,,,,,,,,,,
2534110317,1,34,16,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-15T22:17:15.361Z,2023-04-15T23:33:43Z,4192860727,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4192860705,30,"d9dirjpaqkq3gga2zyeykcv6d, 1ftms6bue2ezs3khsimk9sep6, en29qfiuu01nsmekoqhycjo45, 55di6bshvql6q8yo5c0fauw9h, 27dktxivmcqmi1lkz1vs49qi2, 11u4dj0z0p616zx9gsnil66ay, 9woyfs8z3bd46kk8qwyxfdv8q, d8ypulxmosy9ulp0imw6avo5, cwerr3zz6pqzzzqso9dx69fjd, bfk6fgj2z7yifd9iqwjlk4pka, b9d4fqz6ezz2azklpghb9kyjt, 347h4639fjw27rx29j0we0q5m, 41a58968ocakxmmmr736re2ac, 1kqy11izfxrv487anw8dvwtm1, buyug2qwuojtuigs45exn9w5w, aywzkq0jwnhljcxewthcm40dl, 4aix0gos55qf4mdpld547ek7p, 6tgxgungxafve570mazrb6uc4, 1vm9mztp9ro7cnp6boinc7phx, as2gs38ai4i235sz36rmvpa1g",4192860717,59,"1, 19, 14, 12, 9, 3, 25, 7, 10, 2, 33, 11, 16, 17, 18, 20, 22, 24, 28, 39",4192860711,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4192860723,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4193038175,197,3627,4192860725,194,d9dirjpaqkq3gga2zyeykcv6d,4192860721,130,4,,,,,,,,,,,,,,,,,,,
2534130225,2,32,1,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-15T23:11:42.185Z,2023-04-15T23:57:30Z,4192963887,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534130187,2,32,1,0,0,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-15T23:11:42.185Z,2023-04-15T23:57:28Z,4192963739,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534130267,3,79,1,0,7,b4fbmos00gxtk8qnaqsm392p5,0,0,0,2023-04-15T23:11:49.512Z,2023-04-15T23:11:49Z,4192964093,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534133257,3,16,1,6,0,f1ks82wpiewyqs6h3oz9v4hzj,1,11.5,50,2023-04-15T23:17:42.331Z,2023-04-15T23:57:30Z,4192981505,458,,4192981509,231,49.6,4192981503,103,17.7,4192981507,230,99.7,4192980033,56,Back,4192981497,78,,4192980995,375,05:14.421,4192980029,22,,bfk6fgj2z7yifd9iqwjlk4pka,T. Rodman,4192981501,102,50.3,4192980991,374,2023-04-16 00:16:56.606,4193115219,19,4192980985,20,,,,,,,
2534148749,4,66,1,31,9,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-15T23:42:51.715Z,2023-04-15T23:42:51Z,4193066291,288,0,4193066287,234,0,4193066289,235,0,,,,,,,,,,,,,,,,1p3bwk03ay87hp2nwrl3tfxwq,K. Kurtz,,,,,,,,,,,,,,,,,
2534153901,5,43,1,38,57,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-15T23:50:39.869Z,2023-04-15T23:51:59Z,4193097697,144,38,4193093577,22,0,4193093581,56,Center,4193093579,19,0,,,,,,,,,,,,,1bw2kkdm9fcqpl2brljc0g8vd,Kerolin,,,,,,,,,,,,,,,,,
2534156755,6,17,1,41,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-15T23:52:42.252Z,2023-04-15T23:56:34Z,4193112177,392,,4193112179,13,243,4193112175,31,,,,,,,,,,,,,,,,,55di6bshvql6q8yo5c0fauw9h,A. Sullivan,,,,,,,,,,,,,,,,,
2534154509,6,43,1,41,0,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-15T23:52:42.337Z,2023-04-15T23:56:21Z,4193097449,13,243,4193111665,144,17,4193097441,31,0,4193097445,392,0,,,,,,,,,,,,,n70i0c7uk1qxianxoiotqmeh,E. Fox,,,,,,,,,,,,,,,,,
2534152973,4,43,1,41,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-15T23:52:42.701Z,2023-04-15T23:51:42Z,4193096775,144,17,4193088147,31,0,4193088151,13,243,4193088149,392,0,,,,,,,,,,,,,55di6bshvql6q8yo5c0fauw9h,A. Sullivan,,,,,,,,,,,,,,,,,
2534156873,9,16,1,43,0,b4fbmos00gxtk8qnaqsm392p5,1,11.5,50,2023-04-15T23:54:42.408Z,2023-04-15T23:57:29Z,4193113853,103,17.7,4193113859,231,50,4193114557,374,2023-04-16 00:54:41.684,4193113855,458,,4193112927,56,Back,4193115165,19,,4193113857,230,99.5,4193113505,20,,1bw2kkdm9fcqpl2brljc0g8vd,Kerolin,4193113851,102,49.9,4193114561,375,42:59.499,4193113509,214,4193113503,9,4193113849,78,4193114549,353,7,,
2534154665,5,43,1,43,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-15T23:54:42.802Z,2023-04-15T23:56:28Z,4193099683,458,0,4193099291,20,0,4193099283,9,0,4193099685,230,0.5,4193099687,231,50,4193099295,214,0,4193111967,144,16,4193099679,102,50.0,27dktxivmcqmi1lkz1vs49qi2,T. McKeown,4193098453,17,0,4193098455,56,Center,4193099681,103,4193099677,79,,,,,,20.3,0
2534157019,7,58,1,43,1,f1ks82wpiewyqs6h3oz9v4hzj,0,0,0,2023-04-15T23:54:43.408Z,2023-04-15T23:57:30Z,4193113923,186,,4193113921,9,,4193113925,178,,4193114045,233,9,4193113927,56,Back,,,,,,,,,,d9dirjpaqkq3gga2zyeykcv6d,A. Kingsbury,,,,,,,,,,,,,,,,,
2534154893,7,43,1,43,1,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-15T23:54:43.802Z,2023-04-15T23:56:37Z,4193100071,9,0,4193100075,178,0,4193100073,186,0,4193112339,144,58,4193100077,56,Back,,,,,,,,,,3qj9t05behkav9okd8n2wywh5,C. Murphy,,,,,,,,,,,,,,,,,
2534155889,8,70,1,45,0,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-15T23:56:42.349Z,2023-04-15T23:55:42Z,4193106463,277,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534157611,8,30,1,52,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-16T00:03:42.935Z,2023-04-15T23:58:48Z,4193118093,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534157609,10,30,1,52,0,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-16T00:03:42.935Z,2023-04-15T23:58:53Z,4193118089,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534167119,10,32,2,45,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-16T00:14:28.691Z,2023-04-16T00:14:29Z,4193162063,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534167105,11,32,2,45,0,b4fbmos00gxtk8qnaqsm392p5,1,0,0,2023-04-16T00:14:28.691Z,2023-04-16T00:14:28Z,4193161993,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534167161,11,1,2,45,0,f1ks82wpiewyqs6h3oz9v4hzj,1,49.9,50.4,2023-04-16T00:14:28.791Z,2023-04-16T00:14:32Z,4193162263,213,3.1,4193162257,140,36.4,4193162261,212,14.2,4193162265,279,S,4193162255,56,Back,4193162259,141,51.3,,,,,,,cwerr3zz6pqzzzqso9dx69fjd,A. Sanchez,,,,,,,,,,,,,,,,,
2534167175,12,1,2,45,3,f1ks82wpiewyqs6h3oz9v4hzj,0,36.4,51.3,2023-04-16T00:14:32.492Z,2023-04-16T00:14:34Z,4193162353,56,Left,4193162359,212,36.7,4193162355,140,59.1,4193162351,155,,4193162357,141,92.3,4193162361,213,0.9,4193162363,1,,,,,55di6bshvql6q8yo5c0fauw9h,A. Sullivan,,,,,,,,,,,,,,,,,
2534158843,9,79,10,0,0,f1ks82wpiewyqs6h3oz9v4hzj,1,0,0,2023-04-16T00:02:06.208Z,2023-04-16T00:02:06Z,4193125593,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
