id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,assist,qualifier/11/value
2540551121,1,34,16,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2023-04-29T10:37:52.279Z,2023-04-29T11:45:20Z,4234083269,197,9086,4234083261,59,"33, 4, 2, 30, 15, 22, 21, 14, 19, 16, 10, 1, 8, 20, 23, 28, 32, 34, 40, 41",4234083271,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234083257,30,"avud4qv9xovwlr2pxc8fcmiuh, 6k1s7y9dnzdpppppdco7bgudx, 4r1z04gidueqs684yxeyrq8ve, 60q198d41n3y887jeiezr850q, d3qtg5xhiwe3zamb4mh50whjp, 8hmqpyniap0whyfhco0dhp3v9, 7f7tbbjqhhyydjj4wurm28xcl, 9mfotw533oa5qs1muu2z8t8lx, 2xphfksgb05a8z4e9328mywvd, c7giuh90mnvajsobobcbx4ley, 7m31qpkmuh3amb6navttdlvpx, 7n8jink50lk1tivoqpe57h32t, 2hoa4v8810rmsbi85pfanyfl6, 1ct6g590mpcg14jw94v4g2tm2, 3upyu7hn2q7voapvgtlnl1yad, 8ctokja53x311jvllpdh6v4yd, 32qdycwtlahk754bdqjsowduc, dkjsgguge2u6wrt9epktjqbys, cxn46t7y57p1u243wp7dy8ydw, e9d84gt62onfgxr33f0t8g178",4234083265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234083267,194,7m31qpkmuh3amb6navttdlvpx,4234083259,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4234083263,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540551155,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-04-29T10:38:00.961Z,2023-04-29T10:38:01Z,4234083511,194,40drqeciuqe2j07g5cnc6xf55,4234083513,197,738,4234083505,59,"1, 2, 12, 8, 3, 6, 19, 18, 29, 7, 24, 4, 15, 17, 21, 22, 23, 35",4234083503,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4234083515,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4234083501,30,"cn8ti0qxxvg0z0vvmwkocggr9, 2wv3bsfv3jh5ar8xw97lpxr6d, 40drqeciuqe2j07g5cnc6xf55, efvcf4syatkaw5fbo37i5hat, cmcx5h39wkd0cnsbq1vcob4r9, 871cll4se1mtci0na61o632dx, xhbmqvlmvk0gguvc9u806itx, 9v895fdc1blaaboscv14vp149, 1bpq54voea3pt7n7ppzoyvvth, brppytuf1766c50274dkue5pm, dw593ezeekrbzlc2qhtc805p1, 8eixmur5ss02hjp0vh099jyz9, d0da7ef6pvbmrnw0j93iv1jze, en5gss0im4eenrtt3zctkpm8l, 5llfshqnnnclh5o2t1b1ckqtx, 768y6t2upduf30343ymkariwa, 5wjfxb57gtzmp7m29wotyafv9, d80r13kh5f6bcpwsy3cka75d5",4234083507,130,8,4234083509,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575193,2,32,1,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2023-04-29T11:31:19.919Z,2023-04-29T11:31:22Z,4234203227,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575183,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2023-04-29T11:31:19.919Z,2023-04-29T11:31:20Z,4234203179,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575219,3,1,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,50.2,49.9,2023-04-29T11:31:20.019Z,2023-04-29T11:31:22Z,4234203325,212,14.8,4234203323,141,49.4,4234203327,213,3.2,4234203319,56,Back,4234203329,279,S,4234203321,140,36.1,,,,,,,1bpq54voea3pt7n7ppzoyvvth,N. Dowie,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575253,4,1,1,0,2,mjejb0x57ms54j9ry6s8njwh,1,35.9,47.5,2023-04-29T11:31:22.531Z,2023-04-29T11:31:25Z,4234203455,141,50.0,4234203457,212,22.4,4234203453,140,14.6,4234203459,213,3.1,4234203451,56,Back,,,,,,,,,,efvcf4syatkaw5fbo37i5hat,F. Nagano,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575309,5,1,1,0,5,mjejb0x57ms54j9ry6s8njwh,1,14.6,50,2023-04-29T11:31:25.098Z,2023-04-29T11:31:28Z,4234203743,140,21.4,4234203755,213,5.1,4234203749,212,21.0,4234203741,56,Back,4234203745,141,21.0,,,,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575353,6,1,1,0,8,mjejb0x57ms54j9ry6s8njwh,1,22.9,19.4,2023-04-29T11:31:28.826Z,2023-04-29T11:31:32Z,4234203955,56,Back,4234203963,213,2.3,4234203957,140,9.7,4234203959,141,43.3,4234203961,212,21.4,,,,,,,,,,cmcx5h39wkd0cnsbq1vcob4r9,L. Robe,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575395,7,1,1,0,12,mjejb0x57ms54j9ry6s8njwh,1,10.3,44.8,2023-04-29T11:31:32.347Z,2023-04-29T11:31:35Z,4234204169,141,95.6,4234204179,213,0.8,4234204171,212,48.2,4234204155,155,,4234204163,140,42.3,4234204159,56,Back,4234204181,1,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575413,8,1,1,0,14,mjejb0x57ms54j9ry6s8njwh,0,42.3,95.6,2023-04-29T11:31:34.802Z,2023-04-29T11:31:36Z,4234204243,141,82.1,4234204247,213,5.3,4234204239,56,Back,4234204241,140,48.7,4234204245,212,11.4,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575455,9,1,1,0,18,mjejb0x57ms54j9ry6s8njwh,0,44.9,77.3,2023-04-29T11:31:38.227Z,2023-04-29T11:31:38Z,4234204417,141,77.9,4234204419,212,0.4,4234204413,56,Back,4234204415,140,44.8,4234204421,213,1.8,,,,,,,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575471,3,1,1,0,18,28u3q82ip96ahymkup01vfxli,1,57.7,33.1,2023-04-29T11:31:38.520Z,2023-04-29T11:31:39Z,4234204491,56,Center,4234204497,212,6.4,4234204499,213,5.8,4234204493,140,63.2,4234204495,141,29.1,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575479,4,49,1,0,19,28u3q82ip96ahymkup01vfxli,1,63.3,29.1,2023-04-29T11:31:39.551Z,2023-04-29T11:31:39Z,,,,,,,,,,,,,,,,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575493,5,1,1,0,20,28u3q82ip96ahymkup01vfxli,1,63.1,29.7,2023-04-29T11:31:39.935Z,2023-04-29T11:31:41Z,4234204581,212,12.6,4234204575,56,Center,4234204583,213,6.3,4234204579,141,29.2,4234204577,140,75.1,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575513,6,1,1,0,21,28u3q82ip96ahymkup01vfxli,1,75.1,29.2,2023-04-29T11:31:41.159Z,2023-04-29T11:31:42Z,4234204665,56,Right,4234204671,212,10.8,4234204667,140,72.9,4234204673,213,4.5,4234204669,141,13.7,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575555,7,1,1,0,22,28u3q82ip96ahymkup01vfxli,0,72.8,12.8,2023-04-29T11:31:42.808Z,2023-04-29T11:31:45Z,4234204859,212,17.7,4234204851,155,,4234204855,140,85.3,4234204861,213,0.7,4234204853,56,Center,4234204857,141,30.3,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575535,10,61,1,0,23,mjejb0x57ms54j9ry6s8njwh,1,27.5,86.5,2023-04-29T11:31:43.749Z,2023-04-29T11:31:43Z,4234204749,56,Back,,,,,,,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575569,11,49,1,0,26,mjejb0x57ms54j9ry6s8njwh,1,7.6,66.6,2023-04-29T11:31:46.354Z,2023-04-29T11:31:46Z,,,,,,,,,,,,,,,,,,,,,,,,,cmcx5h39wkd0cnsbq1vcob4r9,L. Robe,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575599,12,1,1,0,27,mjejb0x57ms54j9ry6s8njwh,0,5.2,70.6,2023-04-29T11:31:47.282Z,2023-04-29T11:31:48Z,4234205035,212,20.2,4234205037,213,1.9,4234205029,56,Back,4234205033,141,98.7,4234205025,157,,4234205039,1,,4234205031,140,0.0,,,,cmcx5h39wkd0cnsbq1vcob4r9,L. Robe,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575625,8,6,1,0,28,28u3q82ip96ahymkup01vfxli,1,93.2,15.8,2023-04-29T11:31:48.125Z,2023-04-29T11:36:03Z,4234205171,233,13,4234205167,56,Right,4234205169,75,,,,,,,,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
2540575601,13,6,1,0,28,mjejb0x57ms54j9ry6s8njwh,0,6.8,84.2,2023-04-29T11:31:48.125Z,2023-04-29T11:31:51Z,4234205043,73,,4234205205,233,8,4234205041,56,Back,,,,,,,,,,,,,,,,cmcx5h39wkd0cnsbq1vcob4r9,L. Robe,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576133,9,1,1,1,11,28u3q82ip96ahymkup01vfxli,1,99.5,0.5,2023-04-29T11:32:31.135Z,2023-04-29T11:33:03Z,4234207681,141,40.1,4234207673,155,,4234207677,56,Center,4234207685,213,2.0,4234207679,140,87.1,4234209311,154,,4234207675,223,,4234207683,212,29.9,4r1z04gidueqs684yxeyrq8ve,C. Nevin,1,4234207669,2,4234209309,210,15,4234207671,6,,,,,,,,,,,,,,,,,,
2540576135,10,15,1,1,15,28u3q82ip96ahymkup01vfxli,1,87.1,40.1,2023-04-29T11:32:35.687Z,2023-04-29T11:33:03Z,4234209051,82,,4234209381,146,94.0,4234207695,56,Center,4234209385,230,98.4,4234209067,233,14,4234209383,147,44.6,4234209387,231,48.4,4234207693,17,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,4234209377,103,4234209365,78,,4234209379,328,19,4234209047,20,4234209367,29,4234209375,102,48.5,4234209371,55,9,4234209369,154,4234209045,25,,,
2540576127,14,10,1,1,15,mjejb0x57ms54j9ry6s8njwh,1,10.2,44.6,2023-04-29T11:32:35.787Z,2023-04-29T11:33:24Z,4234209083,233,10,4234207657,94,,4234207659,56,Back,,,,,,,,,,,,,,,,9v895fdc1blaaboscv14vp149,C. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576615,20,12,1,1,16,mjejb0x57ms54j9ry6s8njwh,1,10.6,48.8,2023-04-29T11:32:36.537Z,2023-04-29T11:33:17Z,4234210151,213,5.5,4234210145,140,27.6,4234210143,56,Back,4234210147,141,24.1,4234210149,212,24.5,,,,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576207,11,1,1,1,19,28u3q82ip96ahymkup01vfxli,1,77.3,84.2,2023-04-29T11:32:39.375Z,2023-04-29T11:32:41Z,4234208087,213,3.6,4234208083,212,13.9,4234208073,140,65.7,4234208069,56,Center,4234208077,141,74.5,,,,,,,,,,c7giuh90mnvajsobobcbx4ley,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576217,12,1,1,1,21,28u3q82ip96ahymkup01vfxli,0,60.6,69,2023-04-29T11:32:41.503Z,2023-04-29T11:32:42Z,4234208155,140,66.6,4234208159,212,6.3,4234208157,141,69.1,4234208161,213,0.0,4234208153,56,Center,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576225,15,8,1,1,23,mjejb0x57ms54j9ry6s8njwh,1,33.2,46.3,2023-04-29T11:32:42.994Z,2023-04-29T11:32:43Z,4234208205,56,Back,,,,,,,,,,,,,,,,,,,,,,brppytuf1766c50274dkue5pm,M. Kearns,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576295,13,1,1,1,27,28u3q82ip96ahymkup01vfxli,0,57,37.3,2023-04-29T11:32:47.495Z,2023-04-29T11:32:48Z,4234208583,213,0,4234208585,1,,4234208579,141,37.3,4234208581,212,32.8,4234208575,56,Center,4234208573,155,,4234208577,140,88.2,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576313,16,52,1,1,30,mjejb0x57ms54j9ry6s8njwh,1,9.1,61.1,2023-04-29T11:32:50.833Z,2023-04-29T11:33:00Z,,,,,,,,,,,,,,,,,,,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576501,17,1,1,1,44,mjejb0x57ms54j9ry6s8njwh,1,13,63.1,2023-04-29T11:33:03.986Z,2023-04-29T11:33:07Z,4234209591,141,70.9,4234209593,212,19.7,4234209585,123,,4234209595,213,0.3,4234209589,140,31.1,4234209587,56,Back,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576561,18,1,1,1,47,mjejb0x57ms54j9ry6s8njwh,0,24.1,57,2023-04-29T11:33:07.124Z,2023-04-29T11:33:11Z,4234209847,56,Back,4234209849,140,40.7,4234209855,213,5.1,4234209853,212,43.1,4234209857,1,,4234209851,141,0.0,,,,,,,9v895fdc1blaaboscv14vp149,C. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576735,14,5,1,1,51,28u3q82ip96ahymkup01vfxli,1,61.8,101.4,2023-04-29T11:33:11.627Z,2023-04-29T11:36:05Z,4234210795,347,,4234210819,233,19,4234210793,56,Left,,,,,,,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576569,19,5,1,1,51,mjejb0x57ms54j9ry6s8njwh,0,38.2,-1.4,2023-04-29T11:33:11.627Z,2023-04-29T11:33:29Z,4234209889,56,Back,4234210839,233,14,4234209891,347,,,,,,,,,,,,,,,,,9v895fdc1blaaboscv14vp149,C. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576779,15,1,1,2,8,28u3q82ip96ahymkup01vfxli,0,63.8,100,2023-04-29T11:33:28.809Z,2023-04-29T11:33:32Z,4234210989,107,,4234210999,213,6.0,4234210991,56,Left,4234210995,141,95.6,4234210997,212,15.3,4234210993,140,77.8,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576789,21,1,1,2,12,mjejb0x57ms54j9ry6s8njwh,0,29.4,25.6,2023-04-29T11:33:32.777Z,2023-04-29T11:33:34Z,4234211069,140,31.9,4234211107,236,,4234211071,141,25.8,4234211075,213,0.1,4234211113,286,,4234211067,56,Back,4234211073,212,2.6,4234211109,233,16,cmcx5h39wkd0cnsbq1vcob4r9,L. Robe,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576791,16,74,1,2,12,28u3q82ip96ahymkup01vfxli,1,76.8,95.3,2023-04-29T11:33:32.778Z,2023-04-29T11:35:59Z,4234211117,233,21,4234211081,285,,4234211079,56,Left,,,,,,,,,,,,,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576841,22,1,1,2,16,mjejb0x57ms54j9ry6s8njwh,0,33.2,40.9,2023-04-29T11:33:36.121Z,2023-04-29T11:33:36Z,4234211355,140,45.0,4234211359,212,16.0,4234211357,141,26.1,4234211353,56,Back,4234211361,213,5.6,,,,,,,,,,9v895fdc1blaaboscv14vp149,C. Holland,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576855,23,49,1,2,18,mjejb0x57ms54j9ry6s8njwh,1,43.9,27.4,2023-04-29T11:33:38.466Z,2023-04-29T11:33:38Z,,,,,,,,,,,,,,,,,,,,,,,,,xhbmqvlmvk0gguvc9u806itx,S. van de Sanden,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576867,24,61,1,2,19,mjejb0x57ms54j9ry6s8njwh,0,41.5,31.8,2023-04-29T11:33:39.649Z,2023-04-29T11:33:39Z,4234211483,56,Back,,,,,,,,,,,,,,,,,,,,,,xhbmqvlmvk0gguvc9u806itx,S. van de Sanden,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576871,17,49,1,2,20,28u3q82ip96ahymkup01vfxli,1,59.6,73.9,2023-04-29T11:33:39.983Z,2023-04-29T11:33:40Z,,,,,,,,,,,,,,,,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576901,18,1,1,2,20,28u3q82ip96ahymkup01vfxli,1,59.6,73.9,2023-04-29T11:33:40.463Z,2023-04-29T11:33:42Z,4234211615,56,Left,4234211623,213,0.8,4234211621,212,7.8,4234211619,141,82.3,4234211617,140,64.6,,,,,,,,,,60q198d41n3y887jeiezr850q,R. Mace,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576921,19,1,1,2,22,28u3q82ip96ahymkup01vfxli,1,64.6,82.3,2023-04-29T11:33:42.815Z,2023-04-29T11:33:45Z,4234211711,140,64.7,4234211715,212,29.2,4234211709,56,Center,4234211717,213,4.7,4234211713,141,39.4,,,,,,,,,,c7giuh90mnvajsobobcbx4ley,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576947,20,1,1,2,25,28u3q82ip96ahymkup01vfxli,0,65.8,38.9,2023-04-29T11:33:45.278Z,2023-04-29T11:33:48Z,4234211847,140,83.2,4234211855,212,19.5,4234211843,56,Center,4234211851,141,28.9,4234211859,213,5.9,,,,,,,,,,9mfotw533oa5qs1muu2z8t8lx,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576955,25,49,1,2,28,mjejb0x57ms54j9ry6s8njwh,1,17,81.2,2023-04-29T11:33:48.281Z,2023-04-29T11:33:48Z,,,,,,,,,,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,
2540576973,26,1,1,2,28,mjejb0x57ms54j9ry6s8njwh,0,17,81.2,2023-04-29T11:33:48.417Z,2023-04-29T11:33:49Z,4234211953,56,Back,4234211961,213,0.1,4234211959,212,6.3,4234211957,141,82.3,4234211955,140,23.0,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,
2540577015,21,61,1,2,30,28u3q82ip96ahymkup01vfxli,1,76.5,28,2023-04-29T11:33:50.433Z,2023-04-29T11:34:12Z,4234212063,56,Center,,,,,,,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
2540577039,22,5,1,2,30,28u3q82ip96ahymkup01vfxli,0,70.6,-1.6,2023-04-29T11:33:50.762Z,2023-04-29T11:36:05Z,4234212199,56,Right,4234212407,233,27,4234212201,347,,,,,,,,,,,,,,,,,7f7tbbjqhhyydjj4wurm28xcl,H. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
2540577081,27,5,1,2,30,mjejb0x57ms54j9ry6s8njwh,1,29.4,101.6,2023-04-29T11:33:50.762Z,2023-04-29T11:33:58Z,4234212379,347,,4234212377,56,Back,4234212385,233,22,,,,,,,,,,,,,,,,40drqeciuqe2j07g5cnc6xf55,T. Hinds,,,,,,,,,,,,,,,,,,,,,,,,,,
